SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,OwnDistrictAny,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2016R1_000655,20211117,1.2057757,2,50,3,1,2,2,1,2,1,7,1,1,,,,,7,2,2,25,3,2,5,4,4,5,3,2,3,2,6,6,,8886,8886,,2,1,1,4,1,5,3,2
LC2016R1_000656,20211117,1.0057325,2,0,1,1,1,3,3,2,1,8885,2,2,12,,,,6,1,1,,,1,5,4,4,5,3,2,5,3,2,2,,1,1,,2,3,3,4,2,3,1,2
LC2016R1_000657,20211117,1.3459621,2,40,2,1,1,1,1,1,1,4,1,1,,,,,4,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,1,1,,2,3,3,3,2,4,2,2
LC2016R1_000658,20211117,0.8973245,2,80,4,1,1,1,1,2,1,8886,2,2,7,,,,4,2,1,,,1,5,4,4,5,3,2,4,3,1,1,,2,2,,2,3,3,3,1,3,1,2
LC2016R1_000659,20211117,1.2911559,2,30,2,1,1,1,1,1,1,8885,2,2,12,,,,6,2,1,,,1,2,1,1,2,1,1,5,3,2,2,,4,3,,1,2,2,4,1,4,2,2
LC2016R1_000660,20211117,0.7285267,1,80,4,1,1,1,1,1,2,,,3,8,,,,4,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,8881,8888,___,2,-99,-99,3,2,3,1,1
LC2016R1_000661,20211117,0.9789543,2,50,3,1,1,1,1,1,1,-99,-99,-99,10,,,,7,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,4,3,,1,3,3,4,-99,4,2,2
LC2016R1_000662,20211117,1.4004715,2,0,1,1,1,4,3,2,2,,,3,16,,,1,8,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,4,3,,2,3,3,5,1,3,1,2
LC2016R1_000663,20211117,0.8973245,2,80,4,1,1,2,1,2,1,8885,2,2,8,,,,4,2,2,12,2,2,5,4,4,5,3,2,3,2,3,3,,4,3,,2,3,3,3,3,5,3,2
LC2016R1_000664,20211117,0.9641175,1,40,2,1,1,1,1,1,1,4,1,1,,,,,4,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,4,3,,1,3,3,3,2,2,1,2
LC2016R1_000665,20211117,2.0107130,2,0,1,1,1,4,3,2,1,8885,2,2,5,2,,,5,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,1,3,3,2,1,3,1,2
LC2016R1_000666,20211117,1.2057757,2,10,2,1,1,8886,8886,2,2,,,3,16,,,2,7,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,2,3,3,5,2,4,2,2
LC2016R1_000667,20211117,1.3792831,2,0,1,1,1,2,1,2,2,,,3,13,,2,,10,2,1,,,1,5,4,4,5,3,2,3,2,1,1,,8886,8886,,1,3,3,4,2,2,1,2
LC2016R1_000668,20211117,1.1075243,2,80,4,1,1,1,1,2,1,-99,-99,-99,-99,,,,-99,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,8886,8886,,1,3,3,5,2,3,1,2
LC2016R1_000669,20211117,0.9417847,2,10,2,1,1,3,3,1,1,8885,2,2,13,,1,,6,1,1,,,1,3,2,2,3,2,2,3,2,3,3,,8888,8888,,1,-99,-99,4,1,5,3,2
LC2016R1_000670,20211117,1.8121910,2,30,2,1,1,1,1,1,1,10,1,1,,,,,10,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,2,1,1,4,1,3,1,1
LC2016R1_000671,20211117,0.7285267,2,50,3,1,1,1,1,2,1,4,1,1,,,,,4,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,2,2,,1,3,3,3,2,3,1,1
LC2016R1_000672,20211117,1.7484722,2,30,2,1,1,1,1,2,1,8885,2,2,13,,2,,10,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,4,3,,2,3,3,4,1,3,1,2
LC2016R1_000673,20211117,1.1047626,1,80,4,1,1,2,1,1,2,,,3,16,,,1,8,2,2,15,2,2,5,4,4,5,3,2,3,2,5,5,,2,2,,2,3,3,5,2,5,3,2
LC2016R1_000674,20211117,0.9838273,2,50,3,1,1,8886,8886,2,1,8885,2,2,15,,,,8,1,-99,-99,,-99,-99,-99,-99,-99,-99,-99,2,2,3,3,,4,3,,2,1,1,5,-99,-99,-99,2
LC2016R1_000675,20211117,1.3624024,2,0,1,1,1,8886,8886,1,1,-99,-99,-99,17,,,,9,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,2,2,2,5,1,5,3,1
LC2016R1_000676,20211117,1.3328324,2,80,4,1,1,1,1,1,1,1,1,1,,,,,1,2,2,40,4,2,5,4,4,5,3,2,2,2,2,2,,2,2,,1,2,2,1,2,4,2,2
LC2016R1_000677,20211117,0.6172475,1,25,2,1,1,4,3,2,1,8885,2,2,4,,,,2,2,2,70,5,2,7,6,5,6,3,3,1,1,5,5,,4,3,,2,1,1,1,2,5,3,2
LC2016R1_000678,20211117,0.8418811,1,100,5,1,1,3,3,-99,2,,,3,17,,,,9,2,2,20,3,2,6,5,5,6,3,3,2,2,2,2,,-99,-99,,2,1,1,5,2,4,2,-99
LC2016R1_000679,20211117,0.7791298,2,1,2,1,1,4,3,2,1,3,1,1,,,,,3,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,3,1,,2,3,3,2,1,4,2,1
LC2016R1_000680,20211117,1.5285225,2,0,1,1,2,2,1,2,1,7,1,1,,,,,7,2,1,,,1,2,1,1,2,1,1,3,2,2,2,,-99,-99,,1,2,2,4,1,5,3,2
LC2016R1_000681,20211117,0.5483243,2,0,1,1,1,4,3,2,1,8885,2,2,6,,,,3,1,1,,,1,3,2,2,3,2,2,3,2,2,2,,1,1,,2,3,3,2,1,4,2,2
LC2016R1_000682,20211117,1.3459621,2,0,1,1,1,1,1,2,1,4,1,1,,,,,4,1,1,,,1,4,3,3,4,2,2,5,3,2,2,,1,1,,1,3,3,5,2,3,1,2
LC2016R1_000683,20211117,0.8969431,2,50,3,1,1,1,1,2,2,,,3,16,,,1,8,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,1,1,,1,3,3,5,2,4,2,-99
LC2016R1_000684,20211117,0.4437912,2,80,4,1,2,1,1,1,1,3,1,1,,,,,3,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,4,3,,1,1,1,2,2,5,3,2
LC2016R1_000685,20211117,1.0057325,2,0,1,1,1,4,3,2,2,,,3,13,,1,,6,1,1,,,1,5,4,4,5,3,2,2,2,2,2,,8886,8886,,2,1,1,4,2,4,2,2
LC2016R1_000686,20211117,0.4437912,1,50,3,1,1,2,1,1,2,,,3,6,,,,3,1,2,60,5,2,7,6,5,6,3,3,2,2,3,3,,2,2,,2,1,1,2,2,5,3,2
LC2016R1_000687,20211117,0.9338533,2,-99,-99,1,1,4,3,1,2,,,3,16,,,8888,-99,1,1,,,1,6,5,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,5,2,4,2,2
LC2016R1_000688,20211117,2.0688866,2,50,3,1,1,1,1,2,1,8885,2,2,13,,2,,10,1,1,,,1,4,3,3,4,2,2,3,2,2,2,,8886,8886,,2,2,2,4,2,4,2,1
LC2016R1_000689,20211117,1.3160871,1,0,1,1,1,4,3,2,1,8885,2,2,2,,,,1,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,8886,8886,,1,3,3,1,1,2,1,2
LC2016R1_000690,20211117,0.5000169,1,20,2,1,1,2,1,1,1,3,1,1,,,,,3,1,1,,,1,6,5,5,6,3,3,3,2,3,3,,8886,8886,,1,3,3,2,2,4,2,2
LC2016R1_000691,20211117,1.1629976,1,50,3,1,1,1,1,1,1,10,1,1,,,,,10,1,4,51,4,8881,6,5,5,6,3,3,5,3,6,6,,2,2,,1,3,3,4,2,3,1,2
LC2016R1_000692,20211117,0.4892388,1,8888,8888,1,1,1,1,1,1,4,1,1,,,,,4,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,2,2,,1,3,3,3,1,8888,8888,2
LC2016R1_000693,20211117,1.3624024,2,0,1,1,1,3,3,2,1,8886,2,2,17,,,,9,1,2,20,3,2,2,1,1,2,1,1,4,3,1,1,,1,1,,2,2,2,5,1,5,3,2
LC2016R1_000694,20211117,0.7760225,2,55,4,1,1,2,1,1,2,,,3,14,,,,9,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,5,2,5,3,2
LC2016R1_000695,20211117,1.2050280,2,0,1,1,1,1,1,1,1,8886,2,2,16,,,1,8,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,1,3,3,5,2,3,1,2
LC2016R1_000696,20211117,1.0821101,1,0,1,1,1,4,3,1,1,8886,2,2,3,,,,1,2,1,,,1,6,5,5,6,3,3,4,3,5,5,,1,1,,1,3,3,1,2,5,3,2
LC2016R1_000697,20211117,1.5842257,2,0,1,1,1,8888,8888,2,1,8885,2,2,16,,,2,7,1,1,,,1,2,1,1,2,1,1,2,2,3,3,,4,3,,2,1,1,5,1,5,3,1
LC2016R1_000698,20211117,0.9867156,1,50,3,1,1,3,3,2,1,2,1,1,,,,,2,2,1,,,1,-99,-99,-99,-99,-99,-99,4,3,1,1,,8888,8888,,1,3,3,1,2,3,1,2
LC2016R1_000699,20211117,1.0057325,2,-99,-99,1,1,8888,8888,2,1,8885,2,2,12,,,,6,1,2,30,3,2,5,4,4,5,3,2,1,1,7,6,,-99,-99,,1,2,2,4,1,5,3,2
LC2016R1_000700,20211117,1.9992118,2,50,3,1,1,2,1,2,1,1,1,1,,,,,1,1,2,40,4,2,4,3,3,4,2,2,3,2,3,3,,4,3,,1,3,3,1,2,4,2,2
LC2016R1_000701,20211117,0.5653615,1,80,4,1,1,1,1,1,1,-99,-99,-99,14,,,,9,2,1,,,1,7,6,5,6,3,3,2,2,5,5,,8886,8886,,2,1,1,5,3,3,1,1
LC2016R1_000702,20211117,0.8267770,2,100,5,1,1,1,1,2,1,8885,2,2,15,,,,8,1,2,49,4,2,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,5,2,4,2,2
LC2016R1_000703,20211117,0.5553218,2,0,1,1,1,4,3,2,1,8885,2,2,12,,,,6,2,2,59,4,2,7,6,5,6,3,3,1,1,6,6,,1,1,,1,2,2,4,2,5,3,2
LC2016R1_000704,20211117,0.5855559,2,50,3,1,1,2,1,2,1,3,1,1,,,,,3,1,1,,,1,5,4,4,5,3,2,1,1,7,6,,4,3,,1,2,2,2,2,4,2,2
LC2016R1_000705,20211117,1.5842257,2,0,1,1,1,4,3,2,1,8886,2,2,16,,,2,7,1,2,12,2,2,2,1,1,2,1,1,3,2,3,3,,1,1,,2,1,1,5,1,5,3,1
LC2016R1_000706,20211117,0.4437912,2,100,5,1,1,1,1,2,2,,,3,5,1,,,3,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,4,3,,1,2,2,2,2,4,2,1
LC2016R1_000707,20211117,1.2348555,2,100,5,1,8888,8886,8886,2,2,,,3,4,,,,2,2,1,,,1,3,2,2,3,2,2,5,3,7,6,,8886,8886,,2,3,3,1,1,5,3,2
LC2016R1_000708,20211117,0.4814544,2,65,4,1,1,1,1,2,1,3,1,1,,,,,3,2,2,25,3,2,6,5,5,6,3,3,1,1,6,6,,2,2,,2,1,1,2,3,5,3,1
LC2016R1_000709,20211117,1.6571135,2,50,3,1,2,8886,8886,2,2,,,3,16,,,1,8,1,1,,,1,4,3,3,4,2,2,4,3,2,2,,4,3,,1,3,3,5,2,3,1,2
LC2016R1_000710,20211117,1.1629976,2,0,1,1,1,2,1,1,1,8885,2,2,13,,2,,10,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,1,1,,1,3,3,4,2,2,1,2
LC2016R1_000711,20211117,1.0821101,2,50,3,1,1,2,1,1,1,1,1,1,,,,,1,2,1,,,1,6,5,5,6,3,3,2,2,5,5,,8888,8888,,2,1,1,1,3,3,1,1
LC2016R1_000712,20211117,1.6442959,1,20,2,1,1,4,3,1,1,8885,2,2,9,,,,5,2,1,,,1,4,3,3,4,2,2,4,3,2,2,,3,1,,2,3,3,3,2,4,2,2
LC2016R1_000713,20211117,0.8588133,1,0,1,1,1,4,3,2,1,8886,2,2,13,,1,,6,1,1,,,1,6,5,5,6,3,3,1,1,7,6,,8886,8886,,2,1,1,4,2,5,3,2
LC2016R1_000714,20211117,1.0943439,1,0,1,1,1,4,3,2,2,,,3,13,,1,,6,2,1,,,1,4,3,3,4,2,2,3,2,5,5,,3,1,,1,3,3,4,3,3,1,2
LC2016R1_000715,20211117,1.2163775,2,60,4,1,1,2,1,2,2,,,3,4,,,,2,2,2,30,3,2,4,3,3,4,2,2,5,3,1,1,,2,2,,1,3,3,1,2,3,1,2
LC2016R1_000716,20211117,1.1629976,2,0,1,1,1,8886,8886,2,2,,,3,13,,2,,10,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,2,1,1,4,1,5,3,2
LC2016R1_000717,20211117,0.7517346,2,20,2,1,1,4,3,1,1,8885,2,2,6,,,,3,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,-99,-99,,1,3,3,2,1,3,1,2
LC2016R1_000718,20211117,0.5000169,1,40,2,1,1,4,3,1,1,8885,2,2,6,,,,3,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,3,1,,1,2,2,2,2,4,2,2
LC2016R1_000719,20211117,1.1310532,1,0,1,1,1,3,3,2,2,,,3,17,,,,9,2,2,26,3,2,3,2,2,3,2,2,5,3,2,2,,8886,8886,,2,1,1,5,1,4,2,2
LC2016R1_000720,20211117,1.4351367,2,60,4,1,1,4,3,2,2,,,3,1,,,,2,2,2,10,2,2,2,1,1,2,1,1,5,3,1,1,,4,3,,2,3,3,1,1,5,3,2
LC2016R1_000721,20211117,0.9191447,1,60,4,1,1,2,1,2,1,8885,2,2,1,,,,2,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,4,3,,2,3,3,1,1,2,1,2
LC2016R1_000722,20211117,1.5044633,2,0,1,1,1,4,3,2,2,,,3,13,,2,,10,2,2,29,3,2,3,2,2,3,2,2,4,3,2,2,,1,1,,2,1,1,4,1,5,3,2
LC2016R1_000723,20211117,0.5000169,2,0,1,1,2,4,3,1,1,3,1,1,,,,,3,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,1,1,,1,2,2,2,2,3,1,2
LC2016R1_000724,20211117,1.3792831,2,50,3,1,2,4,3,2,2,,,3,11,,,,10,2,2,20,3,2,5,4,4,5,3,2,3,2,2,2,,4,3,,2,1,1,4,2,5,3,2
LC2016R1_000725,20211117,1.2080403,1,30,2,1,1,1,1,1,1,-99,-99,-99,-99,,,,-99,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,4,3,,1,3,3,1,2,3,1,2
LC2016R1_000726,20211117,1.1375090,2,10,2,1,1,3,3,1,2,,,3,8,,,,4,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,2,3,3,3,1,3,1,1
LC2016R1_000727,20211117,1.7484722,2,5,2,1,1,1,1,1,1,8885,2,2,11,,,,10,2,1,,,1,2,1,1,2,1,1,5,3,4,4,,1,1,,2,1,1,4,1,4,2,2
LC2016R1_000728,20211117,0.4892388,2,70,4,1,1,2,1,2,2,,,3,7,,,,4,2,2,42,4,2,7,6,5,6,3,3,3,2,5,5,,4,3,,1,3,3,3,2,3,1,2
LC2016R1_000729,20211117,0.8991853,2,60,4,1,1,1,1,2,1,8886,2,2,-99,,,,-99,2,-99,50,4,-99,6,5,5,6,3,3,1,1,5,5,,8888,8888,,-99,-99,-99,4,2,3,1,2
LC2016R1_000730,20211117,1.5303809,2,60,4,1,2,2,1,1,1,8885,2,2,9,,,,5,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,4,3,,1,3,3,3,2,3,1,2
LC2016R1_000731,20211117,1.2911559,2,20,2,1,2,3,3,2,2,,,3,12,,,,6,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,2,2,,1,3,3,4,1,4,2,2
LC2016R1_000732,20211117,0.4000000,1,0,1,1,1,1,1,1,1,8885,2,2,6,,,,3,2,5,38,3,8881,7,6,5,6,3,3,3,2,6,6,,4,3,,2,1,1,2,1,3,1,2
LC2016R1_000733,20211117,1.0185289,1,50,3,1,1,1,1,1,1,8885,2,2,13,,1,,6,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,2,2,,1,3,3,4,2,3,1,2
LC2016R1_000734,20211117,0.5930062,2,0,1,1,1,1,1,2,1,8885,2,2,6,,,,3,2,2,21,3,2,5,4,4,5,3,2,5,3,1,1,,4,3,,1,3,3,2,2,3,1,2
LC2016R1_000735,20211117,1.2324060,1,20,2,1,1,4,3,2,1,8885,2,2,3,,,,1,1,4,22,3,8881,3,2,2,3,2,2,3,2,2,2,,4,3,,2,1,1,1,1,5,3,2
LC2016R1_000736,20211117,1.5842257,2,20,2,1,1,1,1,2,1,8885,2,2,16,,,2,7,1,1,,,1,2,1,1,2,1,1,2,2,2,2,,4,3,,2,1,1,5,2,5,3,1
LC2016R1_000737,20211117,0.9789543,2,0,1,1,1,4,3,2,1,7,1,1,,,,,7,2,1,,,1,6,5,5,6,3,3,4,3,2,2,,1,1,,1,3,3,4,1,3,1,2
LC2016R1_000738,20211117,0.7285267,1,60,4,1,1,1,1,1,2,,,3,8,,,,4,2,5,44,4,8881,6,5,5,6,3,3,3,2,6,6,,2,2,,1,3,3,3,2,4,2,2
LC2016R1_000739,20211118,1.4819510,2,50,3,1,1,1,1,1,2,,,3,11,,,,10,2,1,,,1,4,3,3,4,2,2,3,2,2,2,,4,3,,1,3,3,4,2,3,1,2
LC2016R1_000740,20211118,0.8472419,1,100,5,1,1,1,1,1,1,8885,2,2,4,,,,2,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,1,2,5,3,2
LC2016R1_000741,20211118,0.5855559,2,50,3,1,1,1,1,2,1,8885,2,2,6,,,,3,1,2,41,4,2,5,4,4,5,3,2,2,2,3,3,,4,3,,2,1,1,2,2,3,1,2
LC2016R1_000742,20211118,1.2057757,2,100,5,1,1,8886,8886,2,1,7,1,1,,,,,7,2,2,20,3,2,5,4,4,5,3,2,2,2,5,5,,8886,8886,,2,1,1,4,1,5,3,2
LC2016R1_000743,20211118,0.5930062,2,80,4,1,1,3,3,2,2,,,3,6,,,,3,2,2,25,3,2,5,4,4,5,3,2,2,2,2,2,,1,1,,2,1,1,2,2,4,2,1
LC2016R1_000744,20211118,0.6172475,1,60,4,1,1,1,1,1,1,2,1,1,,,,,2,2,2,70,5,2,7,6,5,6,3,3,5,3,6,6,,2,2,,1,3,3,1,2,2,1,2
LC2016R1_000745,20211118,0.9641175,2,0,1,1,1,3,3,1,2,,,3,8,,,,4,2,1,,,1,4,3,3,4,2,2,4,3,1,1,,1,1,,2,4,3,3,1,5,3,2
LC2016R1_000746,20211118,0.4437912,1,80,4,1,1,1,1,2,2,,,3,6,,,,3,1,2,73,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,2,3,5,3,2
LC2016R1_000747,20211118,0.8267770,1,50,3,1,1,1,1,1,1,8885,2,2,15,,,,8,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,2,2,,1,3,3,5,3,2,1,2
LC2016R1_000748,20211118,1.3382089,2,20,2,1,1,8886,8886,2,2,,,3,13,,1,,6,1,1,,,1,2,1,1,2,1,1,3,2,2,2,,1,1,,1,2,2,4,1,5,3,1
LC2016R1_000749,20211118,1.1238308,2,191,191,1,1,8886,8886,2,1,1,1,1,,,,,1,1,1,,,1,6,5,5,6,3,3,4,3,6,6,,8886,8886,,1,2,2,1,2,4,2,2
LC2016R1_000750,20211118,1.2904018,2,30,2,1,1,8886,8886,2,2,,,3,9,,,,5,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,1,1,,2,1,1,3,2,4,2,2
LC2016R1_000751,20211118,1.0322214,1,80,4,1,1,2,1,2,1,8885,2,2,11,,,,10,1,2,47,4,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,1,1,4,2,5,3,2
LC2016R1_000752,20211118,1.1149228,2,0,1,1,1,2,1,2,2,,,3,16,,,2,7,1,1,,,1,3,2,2,3,2,2,3,2,2,2,,4,3,,2,1,1,5,1,5,3,1
LC2016R1_000753,20211118,0.6172475,2,100,5,1,1,2,1,1,1,8885,2,2,4,,,,2,2,2,20,3,2,7,6,5,6,3,3,1,1,3,3,,8886,8886,,2,1,1,1,2,5,3,1
LC2016R1_000754,20211118,0.5000169,2,1,2,1,1,1,1,1,1,-99,-99,-99,6,,,,3,1,2,30,3,2,6,5,5,6,3,3,5,3,1,1,,4,3,,2,1,1,2,2,8888,8888,1
LC2016R1_000755,20211118,0.8588133,2,10,2,1,1,1,1,2,2,,,3,12,,,,6,1,2,43,4,2,6,5,5,6,3,3,1,1,3,3,,2,2,,2,1,1,4,2,5,3,1
LC2016R1_000756,20211118,1.0057325,2,50,3,1,1,1,1,1,1,8885,2,2,12,,,,6,1,1,,,1,5,4,4,5,3,2,2,2,3,3,,2,2,,1,1,1,4,2,5,3,2
LC2016R1_000757,20211118,1.6692744,2,10,2,1,1,3,3,2,1,8886,2,2,9,,,,5,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,2,3,3,3,2,3,1,2
LC2016R1_000758,20211118,0.6172475,1,10,2,1,1,1,1,1,1,8885,2,2,1,,,,2,2,2,71,5,2,7,6,5,6,3,3,2,2,6,6,,4,3,,1,2,2,1,3,3,1,2
LC2016R1_000759,20211118,1.2911559,2,50,3,1,1,2,1,2,1,8885,2,2,12,,,,6,2,1,,,1,2,1,1,2,1,1,4,3,1,1,,1,1,,2,1,1,4,1,5,3,2
LC2016R1_000760,20211118,0.9315247,1,80,4,1,1,8886,8886,2,2,,,3,15,,,,8,1,2,45,4,2,6,5,5,6,3,3,2,2,3,3,,8886,8886,,1,2,2,5,2,8888,8888,2
LC2016R1_000761,20211118,1.6692744,2,0,1,1,1,2,1,2,2,,,3,9,,,,5,2,1,,,1,3,2,2,3,2,2,3,2,-99,-99,,4,3,,1,2,2,3,3,5,3,2
LC2016R1_000762,20211118,1.4874367,2,20,2,1,1,2,1,1,1,-99,-99,-99,18,,,,2,1,1,,,1,2,1,1,2,1,1,3,2,3,3,,3,1,,2,3,3,5,2,5,3,2
LC2016R1_000763,20211118,1.2324060,2,0,1,1,1,4,3,2,1,8885,2,2,2,,,,1,1,1,,,1,3,2,2,3,2,2,3,2,3,3,,4,3,,2,3,3,1,2,4,2,2
LC2016R1_000764,20211118,0.6715355,1,5,2,1,1,1,1,1,1,4,1,1,,,,,4,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,8886,8886,,1,3,3,3,2,3,1,2
LC2016R1_000765,20211118,0.8743398,2,80,4,1,1,1,1,1,1,8885,2,2,17,,,,9,1,2,38,3,2,6,5,5,6,3,3,2,2,3,3,,2,2,,2,1,1,5,2,5,3,2
LC2016R1_000766,20211118,1.1198229,1,0,1,1,1,4,3,2,1,8885,2,2,13,,2,,10,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,4,3,,1,3,3,4,3,5,3,2
LC2016R1_000767,20211118,1.3160871,2,80,4,1,1,1,1,1,1,8885,2,2,2,,,,1,1,1,,,1,5,4,4,5,3,2,4,3,2,2,,3,1,,2,3,3,1,2,4,2,2
LC2016R1_000768,20211118,1.5303809,1,50,3,1,1,8886,8886,2,1,8885,2,2,9,,,,5,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,4,3,,1,3,3,3,1,5,3,2
LC2016R1_000769,20211118,1.1321082,1,50,3,1,1,2,1,1,1,8885,2,2,1,,,,2,2,1,,,1,5,4,4,5,3,2,5,3,7,6,,4,3,,1,3,3,1,1,4,2,2
LC2016R1_000770,20211118,1.2955285,2,70,4,1,1,1,1,2,1,8885,2,2,16,,,2,7,2,1,,,1,4,3,3,4,2,2,5,3,5,5,,8886,8886,,2,3,3,5,2,3,1,-99
LC2016R1_000771,20211118,0.8991853,2,80,4,1,2,8886,8886,1,1,-99,-99,-99,-99,,,,-99,2,1,,,1,6,5,5,6,3,3,1,1,6,6,,4,3,,2,3,3,5,3,5,3,2
LC2016R1_000772,20211118,0.5483243,2,60,4,1,1,2,1,2,2,,,3,6,,,,3,1,2,20,3,2,3,2,2,3,2,2,3,2,3,3,,4,3,,2,1,1,2,2,3,1,2
LC2016R1_000773,20211118,1.0215208,2,0,1,1,1,4,3,1,1,8885,2,2,15,,,,8,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,1,3,3,5,1,3,1,1
LC2016R1_000774,20211118,1.1149228,2,70,4,1,1,1,1,1,2,,,3,10,,,,7,1,1,,,1,3,2,2,3,2,2,3,2,7,6,,8886,8886,,2,-99,-99,4,-99,5,3,1
LC2016R1_000775,20211118,0.5855559,2,90,4,1,1,1,1,1,1,3,1,1,,,,,3,1,2,30,3,2,5,4,4,5,3,2,3,2,2,2,,8886,8886,,2,1,1,2,2,4,2,2
LC2016R1_000776,20211118,1.3459621,1,40,2,1,1,1,1,2,1,8885,2,2,7,,,,4,1,1,,,1,4,3,3,4,2,2,2,2,3,3,,4,3,,1,3,3,3,2,3,1,2
LC2016R1_000777,20211118,1.5044633,2,50,3,1,1,8886,8886,2,2,,,3,11,,,,10,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,8886,8886,,1,1,1,4,2,5,3,2
LC2016R1_000778,20211118,1.0185289,1,50,3,1,1,2,1,1,2,,,3,12,,,,6,2,1,,,1,5,4,4,5,3,2,3,2,5,5,,8886,8886,,1,2,2,4,2,3,1,2
LC2016R1_000779,20211118,0.5855559,2,0,1,1,1,8888,8888,2,1,3,1,1,,,,,3,1,1,,,1,5,4,4,5,3,2,3,2,2,2,,1,1,,1,3,3,2,2,5,3,2
LC2016R1_000780,20211118,0.4814544,1,30,2,1,1,8886,8886,2,1,3,1,1,,,,,3,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,2,2,2,1,3,1,2
LC2016R1_000781,20211118,0.8588133,2,0,1,1,1,3,3,2,1,8885,2,2,12,,,,6,1,1,,,1,6,5,5,6,3,3,4,3,6,6,,1,1,,1,3,3,4,1,3,1,2
LC2016R1_000782,20211118,1.2424973,1,0,1,1,1,4,3,2,1,8885,2,2,9,,,,5,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,3,1,,1,3,3,3,2,3,1,2
LC2016R1_000783,20211118,2.0688866,2,0,1,1,2,4,3,1,1,8885,2,2,11,,,,10,1,1,,,1,4,3,3,4,2,2,3,2,1,1,,1,1,,2,1,1,4,2,4,2,2
LC2016R1_000784,20211118,1.4039724,2,0,1,1,1,2,1,1,1,8885,2,2,-99,,,,-99,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,2,1,1,5,1,5,3,2
LC2016R1_000785,20211118,0.9417847,2,0,1,1,1,4,3,2,2,,,3,12,,,,6,1,2,30,3,2,3,2,2,3,2,2,5,3,1,1,,4,3,,1,3,3,4,1,2,1,1
LC2016R1_000786,20211118,0.5855559,1,0,1,1,1,4,3,2,2,,,3,5,1,,,3,1,1,,,1,5,4,4,5,3,2,1,1,3,3,,3,1,,1,2,2,2,2,5,3,2
LC2016R1_000787,20211118,1.8086303,2,0,1,1,1,4,3,1,1,7,1,1,,,,,7,1,1,,,1,4,3,3,4,2,2,3,2,7,6,,4,3,,2,1,1,4,2,5,3,1
